Enfermedad;Indicador;Year;Pais;Region;Genero;Area;Numeric;Lim_inf;Lim_sup
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Total;;7.6;5.9;9.5
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Hombres;;7.1;4.9;9.9
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Mujeres;;7.9;5.6;10.7
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Total;;7.7;6;9.6
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Hombres;;7.3;5;10
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Mujeres;;8;5.7;10.8
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Total;;7.7;6.1;9.7
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Hombres;;7.4;5.1;10.2
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Mujeres;;8.1;5.7;10.9
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Total;;7.8;6.1;9.8
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Hombres;;7.5;5.1;10.4
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Mujeres;;8.1;5.8;11.1
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Total;;7.9;6.1;10.1
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Hombres;;7.6;5.1;10.6
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Mujeres;;8.2;5.7;11.3
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Total;;8;6.1;10.3
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Hombres;;7.7;5.1;11
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Mujeres;;8.3;5.6;11.6
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Total;;8.1;6;10.6
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Hombres;;7.8;5;11.3
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Mujeres;;8.4;5.5;11.9
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Total;;8.2;5.9;10.9
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Hombres;;7.9;4.9;11.8
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Mujeres;;8.4;5.3;12.3
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Total;;8.3;5.8;11.4
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Hombres;;8.1;4.7;12.4
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Mujeres;;8.5;5.1;12.8
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Total;;8.4;5.7;11.9
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Hombres;;8.2;4.6;13
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Mujeres;;8.6;4.9;13.4
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Total;;8.5;5.5;12.4
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Hombres;;8.3;4.3;13.8
Enfermedades cardiovasculares;Hiperglucemia en ayunas entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Mujeres;;8.7;4.6;14.1
Enfermedades cardiovasculares;Grado de superación del nivel indicado en las directrices de la OMS para MP?,? (en forma de múltiplo);2019;Colombia;Región de las Américas;;Total;2.781883643;sin datos;sin datos
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Total;;49.7;46.2;53.1
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Hombres;;45.4;39.8;50.8
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Mujeres;;53.5;48.8;58
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Total;;50.3;46.8;53.7
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Hombres;;46.1;40.6;51.3
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Mujeres;;54;49.4;58.4
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Total;;50.9;47.5;54.2
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Hombres;;46.8;41.4;51.9
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Mujeres;;54.5;50;58.8
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Total;;51.5;48.2;54.8
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Hombres;;47.6;42.2;52.6
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Mujeres;;55;50.6;59.2
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Total;;52.1;48.9;55.3
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Hombres;;48.3;43;53.3
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Mujeres;;55.5;51.2;59.6
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Total;;52.7;49.5;55.9
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Hombres;;49;43.8;53.9
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Mujeres;;56;51.8;60.1
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Total;;53.3;50.1;56.4
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Hombres;;49.7;44.7;54.5
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Mujeres;;56.5;52.3;60.7
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Total;;53.9;50.7;57
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Hombres;;50.4;45.3;55.2
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Mujeres;;57;52.8;61.1
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Total;;54.5;51.2;57.6
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Hombres;;51.1;46;56
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Mujeres;;57.5;53.2;61.6
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Total;;55.1;51.8;58.3
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Hombres;;51.8;46.7;56.7
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Mujeres;;58;53.6;62.2
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Total;;55.6;52.3;59
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Hombres;;52.5;47.4;57.5
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Mujeres;;58.4;54;62.8
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Total;;56.2;52.8;59.6
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Hombres;;53.2;48;58.4
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Mujeres;;58.9;54.2;63.4
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Total;;56.8;53.3;60.3
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Hombres;;53.9;48.5;59.2
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Mujeres;;59.4;54.5;63.9
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Total;;57.4;53.7;61
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Hombres;;54.6;48.9;60.1
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Mujeres;;59.8;54.8;64.6
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Total;;57.9;54.1;61.8
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Hombres;;55.2;49.4;61
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Mujeres;;60.3;55;65.2
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Total;;58.5;54.5;62.5
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Hombres;;55.9;49.7;62
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Mujeres;;60.8;55.2;65.9
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Total;;59;54.9;63.3
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Hombres;;56.6;50;63
Enfermedades cardiovasculares;Sobrepeso entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Mujeres;;61.2;55.3;66.6
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Total;;15.4;12.6;18.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Hombres;;10.7;7.4;14.6
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2000;Colombia;Región de las Américas;Mujeres;;19.5;15.4;23.8
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Total;;15.7;13;18.7
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Hombres;;11.1;7.7;15
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2001;Colombia;Región de las Américas;Mujeres;;19.9;15.9;24.2
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Total;;16.2;13.4;19.1
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Hombres;;11.4;8;15.4
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2002;Colombia;Región de las Américas;Mujeres;;20.4;16.4;24.6
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Total;;16.6;13.8;19.5
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Hombres;;11.8;8.4;15.8
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2003;Colombia;Región de las Américas;Mujeres;;20.8;16.8;25
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Total;;17;14.3;19.9
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Hombres;;12.2;8.8;16.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2004;Colombia;Región de las Américas;Mujeres;;21.2;17.2;25.4
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Total;;17.4;14.7;20.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Hombres;;12.6;9.1;16.6
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2005;Colombia;Región de las Américas;Mujeres;;21.6;17.6;25.8
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Total;;17.8;15.1;20.7
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Hombres;;13;9.5;17
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2006;Colombia;Región de las Américas;Mujeres;;22.1;18;26.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Total;;18.2;15.4;21.2
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Hombres;;13.5;9.8;17.4
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2007;Colombia;Región de las Américas;Mujeres;;22.5;18.4;26.7
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Total;;18.7;15.8;21.7
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Hombres;;13.9;10.2;18
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2008;Colombia;Región de las Américas;Mujeres;;22.9;18.7;27.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Total;;19.1;16.2;22.2
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Hombres;;14.3;10.5;18.6
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2009;Colombia;Región de las Américas;Mujeres;;23.4;19.1;27.8
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Total;;19.5;16.6;22.7
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Hombres;;14.7;10.8;19.1
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2010;Colombia;Región de las Américas;Mujeres;;23.8;19.4;28.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Total;;20;16.9;23.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Hombres;;15.2;11.1;19.7
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2011;Colombia;Región de las Américas;Mujeres;;24.3;19.7;29
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Total;;20.4;17.2;23.8
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Hombres;;15.6;11.4;20.4
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2012;Colombia;Región de las Américas;Mujeres;;24.7;20;29.6
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Total;;20.9;17.5;24.4
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Hombres;;16.1;11.6;21
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2013;Colombia;Región de las Américas;Mujeres;;25.2;20.3;30.2
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Total;;21.4;17.9;25.1
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Hombres;;16.6;11.9;21.8
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2014;Colombia;Región de las Américas;Mujeres;;25.7;20.6;30.9
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Total;;21.9;18.2;25.8
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Hombres;;17.1;12.1;22.5
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2015;Colombia;Región de las Américas;Mujeres;;26.1;20.8;31.6
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Total;;22.3;18.5;26.5
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Hombres;;17.6;12.4;23.3
Enfermedades cardiovasculares;Obesidad entre los adultos de 18 años o más;2016;Colombia;Región de las Américas;Mujeres;;26.6;21;32.5
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2000;Colombia;Región de las Américas;Total;;3;1.6;4.8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2000;Colombia;Región de las Américas;Hombres;;3;1.2;5.7
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2000;Colombia;Región de las Américas;Mujeres;;3;1.3;5.6
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2001;Colombia;Región de las Américas;Total;;3.1;1.8;4.9
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2001;Colombia;Región de las Américas;Hombres;;3.1;1.3;5.9
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2001;Colombia;Región de las Américas;Mujeres;;3.1;1.4;5.7
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2002;Colombia;Región de las Américas;Total;;3.3;1.9;5
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2002;Colombia;Región de las Américas;Hombres;;3.3;1.5;6
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2002;Colombia;Región de las Américas;Mujeres;;3.2;1.5;5.8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2003;Colombia;Región de las Américas;Total;;3.4;2.1;5.1
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2003;Colombia;Región de las Américas;Hombres;;3.4;1.6;6.1
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2003;Colombia;Región de las Américas;Mujeres;;3.4;1.7;5.9
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2004;Colombia;Región de las Américas;Total;;3.6;2.2;5.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2004;Colombia;Región de las Américas;Hombres;;3.6;1.8;6.2
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2004;Colombia;Región de las Américas;Mujeres;;3.5;1.8;6
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2005;Colombia;Región de las Américas;Total;;3.7;2.4;5.4
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2005;Colombia;Región de las Américas;Hombres;;3.8;1.9;6.4
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2005;Colombia;Región de las Américas;Mujeres;;3.7;1.9;6.2
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2006;Colombia;Región de las Américas;Total;;3.9;2.5;5.6
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2006;Colombia;Región de las Américas;Hombres;;3.9;2.1;6.5
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2006;Colombia;Región de las Américas;Mujeres;;3.8;2;6.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2007;Colombia;Región de las Américas;Total;;4.1;2.7;5.8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2007;Colombia;Región de las Américas;Hombres;;4.1;2.2;6.8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2007;Colombia;Región de las Américas;Mujeres;;4;2.2;6.5
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2008;Colombia;Región de las Américas;Total;;4.3;2.8;6.1
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2008;Colombia;Región de las Américas;Hombres;;4.3;2.3;7
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2008;Colombia;Región de las Américas;Mujeres;;4.2;2.3;6.8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2009;Colombia;Región de las Américas;Total;;4.4;2.9;6.4
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2009;Colombia;Región de las Américas;Hombres;;4.5;2.4;7.4
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2009;Colombia;Región de las Américas;Mujeres;;4.4;2.4;7.1
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2010;Colombia;Región de las Américas;Total;;4.6;3;6.7
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2010;Colombia;Región de las Américas;Hombres;;4.7;2.5;7.8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2010;Colombia;Región de las Américas;Mujeres;;4.6;2.4;7.4
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2011;Colombia;Región de las Américas;Total;;4.9;3.1;7
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2011;Colombia;Región de las Américas;Hombres;;5;2.5;8.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2011;Colombia;Región de las Américas;Mujeres;;4.8;2.5;7.8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2012;Colombia;Región de las Américas;Total;;5.1;3.2;7.5
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2012;Colombia;Región de las Américas;Hombres;;5.2;2.6;9
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2012;Colombia;Región de las Américas;Mujeres;;5;2.5;8.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2013;Colombia;Región de las Américas;Total;;5.3;3.3;8
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2013;Colombia;Región de las Américas;Hombres;;5.4;2.6;9.6
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2013;Colombia;Región de las Américas;Mujeres;;5.2;2.5;8.9
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2014;Colombia;Región de las Américas;Total;;5.6;3.3;8.6
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2014;Colombia;Región de las Américas;Hombres;;5.7;2.5;10.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2014;Colombia;Región de las Américas;Mujeres;;5.5;2.5;9.6
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2015;Colombia;Región de las Américas;Total;;5.8;3.3;9.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2015;Colombia;Región de las Américas;Hombres;;6;2.5;11.2
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2015;Colombia;Región de las Américas;Mujeres;;5.7;2.5;10.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2016;Colombia;Región de las Américas;Total;;6.1;3.3;10
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2016;Colombia;Región de las Américas;Hombres;;6.3;2.4;12.3
Enfermedades cardiovasculares;Obesidad entre los adolescentes de 10 a 19 años;2016;Colombia;Región de las Américas;Mujeres;;6;2.4;11.1
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2000;Colombia;Región de las Américas;Total;;15.1;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2000;Colombia;Región de las Américas;Hombres;;22.1;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2000;Colombia;Región de las Américas;Mujeres;;8.1;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2005;Colombia;Región de las Américas;Total;;13.2;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2005;Colombia;Región de las Américas;Hombres;;19.4;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2005;Colombia;Región de las Américas;Mujeres;;7;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2010;Colombia;Región de las Américas;Total;;11.4;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2010;Colombia;Región de las Américas;Hombres;;16.6;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2010;Colombia;Región de las Américas;Mujeres;;6.1;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2015;Colombia;Región de las Américas;Total;;9.9;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2015;Colombia;Región de las Américas;Hombres;;14.4;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2015;Colombia;Región de las Américas;Mujeres;;5.3;sin datos;sin datos
Enfermedades cardiovasculares;Consumo actual de tabaco entre los adultos de 15 años o más;2018;Colombia;Región de las Américas;Total;;8.8;sin datos;sin datos
